YY,Zona,Region,ZZ,M,MM,anchoveta,sardina,Pa,Ps,pmix
2011,Centro-Sur,XIV,Sur,7,Jul,199.075,2675,1,1,1
2011,Centro-Sur,XIV,Sur,8,Ago,0,182,0,1,0
2011,Centro-Sur,XIV,Sur,9,Sep,0,0,0,0,0
2011,Centro-Sur,XIV,Sur,10,Oct,0,2039,0,1,0
2011,Centro-Sur,XIV,Sur,11,Nov,8.47,11928,1,1,1
2011,Centro-Sur,XIV,Sur,12,Dic,46.209,4715,1,1,1
2012,Centro-Sur,V,Norte,1,Ene,0,13,0,1,0
2012,Centro-Sur,V,Norte,2,Feb,0,19,0,1,0
2012,Centro-Sur,V,Norte,3,Mar,7,44,1,1,1
2012,Centro-Sur,V,Norte,4,Abr,741.936,2995,1,1,1
2012,Centro-Sur,V,Norte,5,May,570.205,2404,1,1,1
2012,Centro-Sur,V,Norte,6,Jun,191.14,910,1,1,1
2012,Centro-Sur,V,Norte,7,Jul,103.71,590,1,1,1
2012,Centro-Sur,V,Norte,8,Ago,0,4,0,1,0
2012,Centro-Sur,V,Norte,9,Sep,0,6,0,1,0
2012,Centro-Sur,V,Norte,10,Oct,339.03,1312,1,1,1
2012,Centro-Sur,V,Norte,11,Nov,463.08,1374,1,1,1
2012,Centro-Sur,V,Norte,12,Dic,0,53,0,1,0
2012,Centro-Sur,VI,Norte,1,Ene,0,0,0,0,0
2012,Centro-Sur,VI,Norte,2,Feb,0,0,0,0,0
2012,Centro-Sur,VI,Norte,3,Mar,0,0,0,0,0
2012,Centro-Sur,VI,Norte,4,Abr,0,0,0,0,0
2012,Centro-Sur,VI,Norte,5,May,0,0,0,0,0
2012,Centro-Sur,VI,Norte,6,Jun,0,0,0,0,0
2012,Centro-Sur,VI,Norte,7,Jul,0,0,0,0,0
2012,Centro-Sur,VI,Norte,8,Ago,0,0,0,0,0
2012,Centro-Sur,VI,Norte,9,Sep,0,0,0,0,0
2012,Centro-Sur,VI,Norte,10,Oct,0,0,0,0,0
2012,Centro-Sur,VI,Norte,11,Nov,0,0,0,0,0
2012,Centro-Sur,VI,Norte,12,Dic,0,0,0,0,0
2012,Centro-Sur,VII,Norte,1,Ene,0,0,0,1,0
2012,Centro-Sur,VII,Norte,2,Feb,0,0,0,1,0
2012,Centro-Sur,VII,Norte,3,Mar,37.411,258,1,1,1
2012,Centro-Sur,VII,Norte,4,Abr,415.741,1108,1,1,1
2012,Centro-Sur,VII,Norte,5,May,61.3,211,1,1,1
2012,Centro-Sur,VII,Norte,6,Jun,9.69,96,1,1,1
2012,Centro-Sur,VII,Norte,7,Jul,63.777,488,1,1,1
2012,Centro-Sur,VII,Norte,8,Ago,0,13,0,1,0
2012,Centro-Sur,VII,Norte,9,Sep,0,0,0,0,0
2012,Centro-Sur,VII,Norte,10,Oct,85.201,220,1,1,1
2012,Centro-Sur,VII,Norte,11,Nov,46.133,491,1,1,1
2012,Centro-Sur,VII,Norte,12,Dic,11.635,720,1,1,1
2012,Centro-Sur,VIII,Centro,1,Ene,3.05,4,1,1,1
2012,Centro-Sur,VIII,Centro,2,Feb,6,19,1,1,1
2012,Centro-Sur,VIII,Centro,3,Mar,5264.897,202333,1,1,1
2012,Centro-Sur,VIII,Centro,4,Abr,27369.089,140301,1,1,1
2012,Centro-Sur,VIII,Centro,5,May,9308.3,26390,1,1,1
2012,Centro-Sur,VIII,Centro,6,Jun,1975.127,9160,1,1,1
2012,Centro-Sur,VIII,Centro,7,Jul,1433.745,31404,1,1,1
2012,Centro-Sur,VIII,Centro,8,Ago,58.383,4383,1,1,1
2012,Centro-Sur,VIII,Centro,9,Sep,34.339,198,1,1,1
2012,Centro-Sur,VIII,Centro,10,Oct,6503.929,24080,1,1,1
2012,Centro-Sur,VIII,Centro,11,Nov,2774.85,25022,1,1,1
2012,Centro-Sur,VIII,Centro,12,Dic,682.185,25235,1,1,1
2012,Centro-Sur,IX,Sur,1,Ene,0,0,0,0,0
2012,Centro-Sur,IX,Sur,2,Feb,0,0,0,0,0
2012,Centro-Sur,IX,Sur,3,Mar,2.38,3289,1,1,1
2012,Centro-Sur,IX,Sur,4,Abr,7.884,2301,1,1,1
2012,Centro-Sur,IX,Sur,5,May,43.157,1612,1,1,1
2012,Centro-Sur,IX,Sur,6,Jun,37.131,600,1,1,1
2012,Centro-Sur,IX,Sur,7,Jul,76.983,582,1,1,1
2012,Centro-Sur,IX,Sur,8,Ago,0.1,111,1,1,1
2012,Centro-Sur,IX,Sur,9,Sep,0,64,0,1,0
2012,Centro-Sur,IX,Sur,10,Oct,0,833,0,1,0
2012,Centro-Sur,IX,Sur,11,Nov,3.642,2161,1,1,1
2012,Centro-Sur,IX,Sur,12,Dic,0,724,0,1,0
2012,Centro-Sur,XIV,Sur,1,Ene,0,0,0,0,0
2012,Centro-Sur,XIV,Sur,2,Feb,0,12906,0,1,0
2012,Centro-Sur,XIV,Sur,3,Mar,340.555,20177,1,1,1
2012,Centro-Sur,XIV,Sur,4,Abr,7.793,14740,1,1,1
2012,Centro-Sur,XIV,Sur,5,May,144.001,11087,1,1,1
2012,Centro-Sur,XIV,Sur,6,Jun,1.149,1633,1,1,1
2012,Centro-Sur,XIV,Sur,7,Jul,0,1911,0,1,0
2012,Centro-Sur,XIV,Sur,8,Ago,4.308,5618,1,1,1
2012,Centro-Sur,XIV,Sur,9,Sep,0.01,829,1,1,1
2012,Centro-Sur,XIV,Sur,10,Oct,67.095,9415,1,1,1
2012,Centro-Sur,XIV,Sur,11,Nov,225.77,17600,1,1,1
2012,Centro-Sur,XIV,Sur,12,Dic,124.676,16110,1,1,1
2013,Centro-Sur,V,Norte,1,Ene,0,10,0,1,0
2013,Centro-Sur,V,Norte,2,Feb,0,0,0,0,0
2013,Centro-Sur,V,Norte,3,Mar,2430,2501,1,1,1
2013,Centro-Sur,V,Norte,4,Abr,1710,2092,1,1,1
2013,Centro-Sur,V,Norte,5,May,310,543,1,1,1
2013,Centro-Sur,V,Norte,6,Jun,0,7,0,1,0
2013,Centro-Sur,V,Norte,7,Jul,0,4,0,1,0
2013,Centro-Sur,V,Norte,8,Ago,0,3,0,1,0
2013,Centro-Sur,V,Norte,9,Sep,0,7,0,1,0
2013,Centro-Sur,V,Norte,10,Oct,0,12,0,1,0
2013,Centro-Sur,V,Norte,11,Nov,0,12,0,1,0
2013,Centro-Sur,V,Norte,12,Dic,0,8,0,1,0
2013,Centro-Sur,VI,Norte,1,Ene,0,0,0,0,0
2013,Centro-Sur,VI,Norte,2,Feb,0,0,0,0,0
2013,Centro-Sur,VI,Norte,3,Mar,0,0,0,0,0
2013,Centro-Sur,VI,Norte,4,Abr,0,0,0,0,0
2013,Centro-Sur,VI,Norte,5,May,0,0,0,0,0
2013,Centro-Sur,VI,Norte,6,Jun,0,0,0,0,0
2013,Centro-Sur,VI,Norte,7,Jul,0,0,0,0,0
2013,Centro-Sur,VI,Norte,8,Ago,0,0,0,0,0
2013,Centro-Sur,VI,Norte,9,Sep,0,0,0,0,0
2013,Centro-Sur,VI,Norte,10,Oct,0,0,0,0,0
2013,Centro-Sur,VI,Norte,11,Nov,0,0,0,0,0
2013,Centro-Sur,VI,Norte,12,Dic,0,0,0,0,0
2013,Centro-Sur,VII,Norte,1,Ene,0,0,0,0,0
2013,Centro-Sur,VII,Norte,2,Feb,0,0,0,0,0
2013,Centro-Sur,VII,Norte,3,Mar,0,0,0,0,0
2013,Centro-Sur,VII,Norte,4,Abr,0,0,0,0,0
2013,Centro-Sur,VII,Norte,5,May,0,0,0,0,0
2013,Centro-Sur,VII,Norte,6,Jun,0,0,0,0,0
2013,Centro-Sur,VII,Norte,7,Jul,0,0,0,0,0
2013,Centro-Sur,VII,Norte,8,Ago,0,0,0,0,0
2013,Centro-Sur,VII,Norte,9,Sep,0,3,0,1,0
2013,Centro-Sur,VII,Norte,10,Oct,0,0,0,0,0
2013,Centro-Sur,VII,Norte,11,Nov,0,0,0,0,0
2013,Centro-Sur,VII,Norte,12,Dic,0,0,0,0,0
2013,Centro-Sur,VIII,Centro,1,Ene,3,5,1,1,1
2013,Centro-Sur,VIII,Centro,2,Feb,16,974,1,1,1
2013,Centro-Sur,VIII,Centro,3,Mar,18799,51984,1,1,1
2013,Centro-Sur,VIII,Centro,4,Abr,5236,11997,1,1,1
2013,Centro-Sur,VIII,Centro,5,May,2528,11937,1,1,1
2013,Centro-Sur,VIII,Centro,6,Jun,1813,6363,1,1,1
2013,Centro-Sur,VIII,Centro,7,Jul,568,30138,1,1,1
2013,Centro-Sur,VIII,Centro,8,Ago,0,0,0,0,0
2013,Centro-Sur,VIII,Centro,9,Sep,0,3,0,1,0
2013,Centro-Sur,VIII,Centro,10,Oct,984,11440,1,1,1
2013,Centro-Sur,VIII,Centro,11,Nov,1858,30108,1,1,1
2013,Centro-Sur,VIII,Centro,12,Dic,2635,13987,1,1,1
2013,Centro-Sur,IX,Centro,1,Ene,0,0,0,0,0
2013,Centro-Sur,IX,Centro,2,Feb,0,0,0,0,0
2013,Centro-Sur,IX,Centro,3,Mar,0,0,0,0,0
2013,Centro-Sur,IX,Centro,4,Abr,0,0,0,0,0
2013,Centro-Sur,IX,Centro,5,May,0,0,0,0,0
2013,Centro-Sur,IX,Centro,6,Jun,0,0,0,0,0
2013,Centro-Sur,IX,Centro,7,Jul,0,0,0,0,0
2013,Centro-Sur,IX,Centro,8,Ago,0,0,0,0,0
2013,Centro-Sur,IX,Centro,9,Sep,0,0,0,0,0
2013,Centro-Sur,IX,Centro,10,Oct,0,0,0,0,0
2013,Centro-Sur,IX,Centro,11,Nov,0,1,0,1,0
2013,Centro-Sur,IX,Centro,12,Dic,0,0,0,0,0
2013,Centro-Sur,XIV,Centro,1,Ene,0,0,0,0,0
2013,Centro-Sur,XIV,Centro,2,Feb,225,9155,1,1,1
2013,Centro-Sur,XIV,Centro,3,Mar,321,12392,1,1,1
2013,Centro-Sur,XIV,Centro,4,Abr,465,8276,1,1,1
2013,Centro-Sur,XIV,Centro,5,May,548,6741,1,1,1
2013,Centro-Sur,XIV,Centro,6,Jun,1015,3660,1,1,1
2013,Centro-Sur,XIV,Centro,7,Jul,180,3192,1,1,1
2013,Centro-Sur,XIV,Centro,8,Ago,0,0,0,0,0
2013,Centro-Sur,XIV,Centro,9,Sep,0,0,0,0,0
2013,Centro-Sur,XIV,Centro,10,Oct,17,1569,1,1,1
2013,Centro-Sur,XIV,Centro,11,Nov,404,3864,1,1,1
2013,Centro-Sur,XIV,Centro,12,Dic,487,9723,1,1,1
2014,Centro-Sur,VIII,Centro,1,Ene,3,33,1,1,1
2014,Centro-Sur,VIII,Centro,2,Feb,703,15757,1,1,1
2014,Centro-Sur,VIII,Centro,3,Mar,9103,192286,1,1,1
2014,Centro-Sur,VIII,Centro,4,Abr,26699,114749,1,1,1
2014,Centro-Sur,VIII,Centro,5,May,8237,46367,1,1,1
2014,Centro-Sur,VIII,Centro,6,Jun,1350,42001,1,1,1
2014,Centro-Sur,VIII,Centro,7,Jul,2024,41596,1,1,1
2014,Centro-Sur,VIII,Centro,8,Ago,99,38,1,1,1
2014,Centro-Sur,VIII,Centro,9,Sep,1,1,1,1,1
2014,Centro-Sur,VIII,Centro,10,Oct,2286,32273,1,1,1
2014,Centro-Sur,VIII,Centro,11,Nov,2839,43425,1,1,1
2014,Centro-Sur,VIII,Centro,12,Dic,371,5645,1,1,1
2015,Centro-Sur,VIII,Centro,1,Ene,221,203,1,1,1
2015,Centro-Sur,VIII,Centro,2,Feb,125,16828,1,1,1
2015,Centro-Sur,VIII,Centro,3,Mar,1853,78024,1,1,1
2015,Centro-Sur,VIII,Centro,4,Abr,26994,100429,1,1,1
2015,Centro-Sur,VIII,Centro,5,May,15565,68138,1,1,1
2015,Centro-Sur,VIII,Centro,6,Jun,1567,12808,1,1,1
2015,Centro-Sur,VIII,Centro,7,Jul,834,12494,1,1,1
2015,Centro-Sur,VIII,Centro,8,Ago,63,4553,1,1,1
2015,Centro-Sur,VIII,Centro,9,Sep,41,25,1,1,1
2015,Centro-Sur,VIII,Centro,10,Oct,1656,33929,1,1,1
2015,Centro-Sur,VIII,Centro,11,Nov,9756,78426,1,1,1
2015,Centro-Sur,VIII,Centro,12,Dic,3100,22597,1,1,1
2015,Centro-Sur,VIII,Centro,1,Ene,221,203,1,1,1
2015,Centro-Sur,VIII,Centro,2,Feb,125,16828,1,1,1
2015,Centro-Sur,VIII,Centro,3,Mar,1853,65000,1,1,1
2015,Centro-Sur,VIII,Centro,4,Abr,26994,55125,1,1,1
2015,Centro-Sur,VIII,Centro,5,May,15565,57458,1,1,1
2015,Centro-Sur,VIII,Centro,6,Jun,1567,12808,1,1,1
2015,Centro-Sur,VIII,Centro,7,Jul,834,12494,1,1,1
2015,Centro-Sur,VIII,Centro,8,Ago,63,4553,1,1,1
2015,Centro-Sur,VIII,Centro,9,Sep,41,25,1,1,1
2015,Centro-Sur,VIII,Centro,10,Oct,1656,24125,1,1,1
2015,Centro-Sur,VIII,Centro,11,Nov,9756,45125,1,1,1
2015,Centro-Sur,VIII,Centro,12,Dic,3100,22597,1,1,1
2016,Centro-Sur,VIII,Centro,1,Ene,221,203,1,1,1
2016,Centro-Sur,VIII,Centro,2,Feb,125,25125,1,1,1
2016,Centro-Sur,VIII,Centro,3,Mar,1853,48512,1,1,1
2016,Centro-Sur,VIII,Centro,4,Abr,26994,45125,1,1,1
2016,Centro-Sur,VIII,Centro,5,May,12125,61214,1,1,1
2016,Centro-Sur,VIII,Centro,6,Jun,1567,12808,1,1,1
2016,Centro-Sur,VIII,Centro,7,Jul,834,12494,1,1,1
2016,Centro-Sur,VIII,Centro,8,Ago,63,4553,1,1,1
2016,Centro-Sur,VIII,Centro,9,Sep,41,25,1,1,1
2016,Centro-Sur,VIII,Centro,10,Oct,1656,29125,1,1,1
2016,Centro-Sur,VIII,Centro,11,Nov,9756,37458,1,1,1
2016,Centro-Sur,VIII,Centro,12,Dic,3100,22597,1,1,1
